Title,Company,Location,Date,Link
Python 웹서비스 백엔드 개발,(주)에이아이썸,서울 강남구,~ 07/30(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51171417&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
Python 개발자 모집,(주)애드크림,서울 강남구,~ 08/13(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51303273&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
보안회사 파이선(python) 자바 java 서버 개발 엔지니어,(주)비비파트너스,서울 강남구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51273744&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
ROS 기반 로봇/UGV 개발자 모집 (Python 외),(주)키네틱스,대전 유성구,~ 08/10(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51003706&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
[솔루션] 백엔드 개발자 모집(python),조베이스(주),서울 관악구,~ 07/30(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51162894&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
Python 백엔드 개발자_6년~8년 채용,(주)펫박스,서울 마포구,~ 08/14(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51315767&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
생성형 AI 빅데이터 마케팅 플랫폼 데이터엔지니어(python)채용,(주)빅링크에이아이,서울 강남구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51315711&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
"머신비전  개발자 , C/C++/C#, OpenCV, MIL, PYTHON, 딥러닝, AI",(주)핸디비전,경기 수원시 영통구,~ 08/05(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51220797&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
"[이천 하이닉스] JAVA, Python 개발자 정규직 채용",위버로프트(주),서울 구로구,~ 08/02(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51382676&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
백엔드 엔지니어 (Python) 채용,(주)유니아이,대전 유성구,~ 08/20(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51363242&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
Back-End 개발자 모집(JAVA/Go/Python),(주)원모어시큐리티,세종특별자치시,~ 08/11(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51009501&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
Python Back-End 개발자 모집,마젤원(주),서울 강남구,~ 08/13(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51291506&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
Python Back-end Enginner,올거나이즈코리아(주),서울 강남구,~ 08/19(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51348982&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
(주)탈로스 Python 백엔드 개발자 모집,(주)탈로스,서울 서초구,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51370821&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
핀테크 서비스 백엔드 개발자 모집(NodeJS/Python),주식회사 매직스플릿,서울 강서구,~ 08/24(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51391928&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
Python 백엔드 엔지니어,(주)커넥트브릭,서울 마포구,~ 08/13(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51303525&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
(주)일릭서 Python 백엔드 및 데이터분석 개발자 모집,(주)일릭서,서울 동대문구,~ 08/08(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51254035&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
Python 개발자 모집,마이데이터(주),서울 구로구,~ 08/15(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51316074&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
차량용 S/W Test 자동화 개발(Python),(주)링크제니시스,인천 서구,~ 08/16(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51326697&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
데이터팀 Python 개발자 (3년차 이상),(주)왓섭,서울 영등포구,~ 08/06(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51231700&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
웹 풀스택 개발자 (Python / FastAPI / Javascript)  채용,(주)인터로이드,서울 강남구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51227282&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
[BARO AI] 파이썬(Python)개발자 정규직 채용,(주)바로에이아이,경기 하남시,~ 08/02(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50942775&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
Python Developer (ERP 담당) 채용,주식회사 스피어코퍼레이션,서울 강남구,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51054145&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
"프로그램 개발자  채용 (Delphi, Python, C, C++)",(주)데이타프로텍,대구 북구,~ 08/19(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51082921&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
SaaS 백엔드 개발자 모집 (Django · Python · 제조 IT),(주)에스엠해썹,경기 오산시,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50989937&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
Senior Python Developer  LLM Application & Remote Sandbox,(주)포지큐브,서울 강남구,~ 08/20(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51349156&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
데이터 사이언티스트 (Python/ 딥러닝 중급 이상),(주)디에스이트레이드,서울 송파구,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51178019&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
Back-end Developer(Python) 경력 2년 이상 개발자 채용 정규직,(주)쏘마,경기 성남시 수정구,~ 07/30(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51164176&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
백엔드 Python 개발자 채용,아이디벨롭(주),서울 송파구,~ 07/29(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51165357&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
국가연구과제 개발자 모집(Python/Pytorch/API/JAVA/React),(주)케파스,서울 강남구,~ 08/01(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51184917&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
방산/Python 개발자 채용,(주)파워넥스,경기 시흥시,~ 08/14(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51303982&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
"웹백엔드 개발(데이터 모델링 및 분석/Python, Java사용자)",(주)스카우트플랜,서울 성동구,~ 07/30(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51344782&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
"PC 응용프로그램 경력 개발자 모집 (python, electron)",(주)판도플랫폼,경기 성남시 분당구,오늘마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51354458&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
[Python] 파이썬(Python) 개발자 모집중,주식회사비전코어,대구 동구,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51037703&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
Python 백엔드 [플레이오],(주)지엔에이컴퍼니,서울 서초구,~ 08/10(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51241211&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
[생성AI 스타트업] Python 백엔드 엔지니어,(주)커넥트브릭,서울 마포구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51178228&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
"Java, Python, CMS 웹응용프로그램 개발자 모집",부산인터넷방송국,부산 부산진구,~ 07/30(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51160553&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
(주)버블콘 검색엔진 코어 개발자 채용 // (Python 백엔드),(주)버블콘,서울 구로구,~ 08/16(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51325336&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
프론트엔드 개발자 (React / Next.js / Python),예진(주),서울 송파구,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51398320&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
[알고리즘 개발자] AI비전검사/컴퓨터비전(C/C++/Python/CUDA),(주)키스템프그룹,경기 성남시 분당구,~ 07/29(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51285771&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
자연어처리(NLP)/Python 엔진 개발,아일리스프런티어(주),서울 중구,~ 08/01(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51203029&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
[Catalyst] 생성형 AI Python Fullstack 개발자,콘센트릭스서비스코리아(유),서울 강남구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51021754&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
Python을 사용한 Cloud AI 자동화 구축,(주)가온데이터,서울 서초구,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51326971&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
Python 백엔드 개발자 (3년차 이상),(주)왓섭,서울 영등포구,~ 08/06(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51231661&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
국내 광고 포털 유지 보수 및 신규 서비스 개발 (Python),(주)애드크림,서울 강남구,~ 08/15(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51264343&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
Flutter &  Python 백앤드 개발자 모집,(주)스마트마켓서비스,서울 구로구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51179112&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
"(운영프로젝트) 개발자 모집 (python, AWS)",(주)지엘티코리아,서울 강서구,~ 08/21(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51364553&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
보안 솔루션 개발자 모집 (Rust / Python / Electron 기반),(주)제로,서울 송파구,~ 08/12(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51025605&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
"최고 백엔드개발 리드 (Python, Django)",스텝업파트너스(주),경기 성남시 분당구,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51333156&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
Python 데이터 개발자 (5-9년),주) 석세스코리아컨설팅,경기 과천시,~ 08/01(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51400831&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
백엔드 엔지니어 (Python) 채용,(주)유니아이,대전 유성구,~ 08/21(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51332957&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
[PYTHON SI 여의도] 00은행 AI 에이전트 개발 (6),(주)제이투이,서울 영등포구,~ 08/06(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51228098&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
[PYTHON SI 판교] 데이터 패브릭 국책과제,(주)제이투이,경기 성남시 분당구,~ 08/14(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51304583&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
Python 솔루션 개발자 (경력) 모집,바탕에비뉴(주),서울 구로구,~ 08/09(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51262051&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
[반도체] Python Developer & CS Engineer  - 경기 화성,(주)메타써치,경기 화성시,~ 08/15(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51314650&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
AI Agent Vision/MFC/C# Python Tensorflow CUDA yolo개발직,화랑,충남 천안시 동남구,~ 09/09(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51277085&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
Python 백엔드 개발자 채용,(주)펫박스,서울 마포구,~ 08/14(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51315719&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
"[웹 백엔드 개발자(Python, Java, Spring)]",코리아써치,서울 성동구,~ 07/30(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51328075&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
[GUI + 크롤링 + Excel 자동화] 실무형 Python 개발자 채용,주식회사비투윈,경기 김포시,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51358792&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
"SIMULIA(Python, ABAQUS)엔지니어  경력 / 신입 정규직 채용",오상자이엘(주),인천 부평구,~ 08/10(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51000894&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
다축 로봇 제어 엔지니어(Python),(주)에이블랩스,인천 연수구,~ 08/14(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51300571&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
파이썬 개발자 채용 (for Embeded),(주)크랜베리,서울 금천구,~ 08/10(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51276213&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
[국비무료IT취업]자바파이썬/웹개발/빅데이터/인공지능,(사)한국아이씨티에이아이기술협회,서울 마포구,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50883351&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
[엑시온랩스(주)] 파이썬 개발자 모집,엑시온랩스(주),대구 달서구,~ 08/08(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51338295&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
제이투케이 - 파이썬 인공지능 데이터 분석 전문가 모집,제이투케이,서울 서초구,~ 08/20(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51347718&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
[인천 송도] 파이썬 AI 개발 연구원 채용,(주)애나,인천 연수구,~ 08/22(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51096517&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
[인천송도] 파이썬 기반 LLM 모델 개발자 채용,(주)애나,인천 연수구,~ 07/29(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51154057&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
대기업 솔루션 운영 파이썬 개발자 채용,(주)아이이에이,서울 강서구,~ 08/22(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51375343&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
파이썬 백엔드 개발자,(주)퀀터스테크놀로지스,서울 강남구,~ 08/29(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51178348&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
Mac Agent 파이썬 개발자/ Linux Agent 개발자 채용,(주)아이젝스,서울 금천구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51264080&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
파이썬 개발자(개발 경력 3년 이상),(주)코너,서울 용산구,~ 08/01(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50926787&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
[웹개발]  CRM 관리 PHP 자바 파이선,(주)에코바이오의학연구소,대전 유성구,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51314412&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
[국비지원교육]훈련교사(정보통신) 모집(자바/빅데이터/파이썬),(주)KH인재교육원,울산 남구,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51184573&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
2025년 본사 및 관계사 채용,명화공업(주),서울 금천구,~ 08/04(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51372686&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
㈜위즈코리아 '25년 하반기 신입/경력 사원 모집,(주)위즈코리아,서울 강서구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51160084&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
다우기술 경력•신입 대규모 인재영입,(주)다우기술,경기 성남시,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51322506&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
㈜푸드테크 하반기 신입/경력 전부문 채용,(주)푸드테크,서울 강남구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50944477&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
2025년 7월 정기공채,(주)코오롱,경기 과천시,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51335048&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=ee25740e-e4f5-4b9b-bbc4-83510a3b0d82
