Title,Company,Location,Date,Link
국내 광고 포털 유지 보수 및 신규 서비스 개발 (Python),(주)애드크림,서울 강남구,~ 08/15(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51264343&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
Back-End 개발자 모집(JAVA/Go/Python),(주)원모어시큐리티,세종특별자치시,~ 08/11(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51009501&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
Flutter &  Python 백앤드 개발자 모집,(주)스마트마켓서비스,서울 구로구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51179112&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
AI서비스개발 - Python/웹개발자 모집,(주)에이에스피엔,서울 서초구,~ 08/10(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51200160&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
[덱스터크레마/경력] Python 개발자 채용,(주)덱스터크레마,서울 강남구,~ 08/09(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50993044&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
Python 솔루션 개발자 (경력) 모집,바탕에비뉴(주),서울 구로구,~ 08/09(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51262051&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
(주)일릭서 Python 백엔드 및 데이터분석 개발자 모집,(주)일릭서,서울 동대문구,~ 08/08(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51254035&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
Backend Junior Engineer(PHP/Python),(주)코비그룹,서울 강남구,~ 07/22(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51099960&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
"SIMULIA(Python, ABAQUS)엔지니어  경력 / 신입 정규직 채용",오상자이엘(주),인천 부평구,~ 08/10(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51000894&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
AI 개발자 채용 (Python/Web 경력),에이치에스소프트(주),충남 아산시,~ 07/19(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51078331&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
"React/Next.js, Python/FastAPI 개발자 모집",마이데이터(주),서울 구로구,~ 07/15(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51274393&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
통계 모델링 중심 Python 엔지니어 - 경력 채용,(주)모빌리티네트웍스,경기 안양시 동안구,~ 07/25(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51136333&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
Python Developer (ERP 담당) 채용,주식회사 스피어코퍼레이션,서울 강남구,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51054145&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
[Python경력] AI 프로젝트 데이터분석 프리랜서 모집,(주)넥스트코드,서울 강남구,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51239421&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
"프로그램 개발자  채용 (Delphi, Python, C, C++)",(주)데이타프로텍,대구 북구,~ 08/19(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51082921&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
SaaS 백엔드 개발자 모집 (Django · Python · 제조 IT),(주)에스엠해썹,경기 오산시,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50989937&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
데이터 사이언티스트 (Python/ 딥러닝 중급 이상),(주)디에스이트레이드,서울 송파구,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51178019&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
Back-end Developer(Python) 경력 2년 이상 개발자 채용 정규직,(주)쏘마,경기 성남시 수정구,~ 07/30(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51164176&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
Python 응용 프로그램 개발자 모집 공고(경력),(주)에이오팜,경기 성남시 분당구,~ 07/16(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51038347&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
방산/Python 개발자 채용,(주)파워넥스,경기 시흥시,~ 07/26(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51136131&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
백엔드 Python 개발자 채용,아이디벨롭(주),서울 송파구,~ 07/29(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51165357&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
[BARO AI] 파이썬(Python)개발자 정규직 채용,(주)바로에이아이,경기 하남시,~ 08/02(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50942775&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
[Python] 파이썬(Python) 개발자 모집중,주식회사비전코어,대구 동구,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51037703&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
Python 백엔드 [플레이오],(주)지엔에이컴퍼니,서울 서초구,~ 08/10(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51241211&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
Python Flask API 개발 경력있는 개발자를 모십니다,주식회사아이티파인,경기 이천시,~ 07/17(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51049205&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
"주행 SW개발/ROS기반/C,C++,Python/3~11년/판교/물류자동화기업",굿커리어,경기 성남시 분당구,~ 07/21(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51241649&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
[코스닥/TOP보안솔루션] Python 백엔드 팀장급 (7~12년),(주)투비파트너즈,서울 서초구,~ 07/15(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51192404&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
프론트엔드 개발자 (React / Next.js / Python),예진(주),서울 송파구,~ 07/14(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51278644&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
backend (python) 개발자,(주)씨메스,서울 강남구,~ 07/21(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51088337&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
자연어처리(NLP)/Python 엔진 개발,아일리스프런티어(주),서울 중구,~ 08/01(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51203029&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
[Catalyst] 생성형 AI Python Fullstack 개발자,콘센트릭스서비스코리아(유),서울 강남구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51021754&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
"C#, Python 프로그래머 경력사원 모집",(주)더서울테크,경기 파주시,~ 07/17(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51051363&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
보안 솔루션 개발자 모집 (Rust / Python / Electron 기반),(주)제로,서울 송파구,~ 08/12(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51025605&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
"프로그램 개발자 모집(Machine Vision, AI(Python), C, C#, C++)",(주)케이텍,경북 포항시 남구,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50844287&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
Python Back-end Enginner,올거나이즈코리아(주),서울 강남구,~ 07/20(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51086438&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
"풀 스택 개발자(Python, React)[7~10년]",(주)세라크래프트,대구전체,~ 07/26(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51147865&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
"풀 스택 개발자(Python, React)[3~6년]",(주)세라크래프트,대구전체,~ 07/26(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51147861&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
[PYTHON SI 여의도] 00은행 AI 에이전트 개발 (6),(주)제이투이,서울 영등포구,~ 08/06(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51228098&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
"영상처리/컴퓨터비전/딥러닝 개발자 채용 C#,C++,Python",(주)이프,경기 화성시,~ 07/20(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51085484&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
Python 백엔드개발지_의료기기 S/W,(주)에스와이엠헬스케어,서울 광진구,~ 07/23(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51114850&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
AI Agent Vision/MFC/C# Python Tensorflow CUDA yolo개발직,화랑,충남 천안시 동남구,~ 09/09(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51277085&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
"산업 DX & 데이터 PM 인턴 (Python/SQL) - 6개월, 서울/울산/대",(주)인터엑스,서울 금천구,~ 07/19(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51076175&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
산업DX & 데이터PM 주니어(Python/SQL) - 서울/울산/대구,(주)인터엑스,서울 금천구,~ 07/19(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51076202&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
[국비무료IT취업]자바파이썬/웹개발/빅데이터/인공지능,(사)한국아이씨티에이아이기술협회,서울 마포구,~ 07/14(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50883351&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
[정규직] 통합관계시스템 플랫폼 개발자 (파이썬 / 자바),선문(주),서울 마포구,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51103226&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
파이썬 백엔드 개발자,(주)퀀터스테크놀로지스,서울 강남구,~ 08/29(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51178348&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
파이썬 개발자 채용 (for Embeded),(주)크랜베리,서울 금천구,~ 08/10(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51276213&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
[파이썬] 데이터 엔지니어 구인,젯스퍼트(주),경기 성남시 분당구,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51093231&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
[인천 송도] 파이썬 AI 개발 연구원 채용,(주)애나,인천 연수구,~ 08/22(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51096517&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
[인천송도] 파이썬 기반 LLM 모델 개발자 채용,(주)애나,인천 연수구,~ 07/29(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51154057&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
"[메가스터디IT] 파이썬, 데이터분석 강사 채용(방학특강)",메가스터디컴퓨터아카데미학원,서울 강남구,~ 07/18(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50809159&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
Mac Agent 파이썬 개발자/ Linux Agent 개발자 채용,(주)아이젝스,서울 금천구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51264080&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
파이썬 개발자(개발 경력 3년 이상),(주)코너,서울 용산구,~ 08/01(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50926787&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
[코스닥-보안업체] 파이썬 백앤드 (팀장급),파워에이치알,서울 영등포구,~ 08/07(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51236311&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
파이썬 백엔드 리드(5~9년),(주)샐러드랩,서울 강남구,~ 07/22(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51099979&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=c5193f1b-5d5d-4211-ad3f-58f1c5782602
